ID,Attrition,Degree_Type,Achieved_Credit_Points,Attendance_Type,Age,Failed_Credit_Points,International_student,First_in_family,Gender,GPA,OP_Score,Socio_Economic_Status,Teaching _Period_Admitted,Faculty
1303,Retained,Single,96,Full Time,19,0,No,No,F,5,20,Medium,SEM-1,CI Faculty
1304,Not Retained,Single,48,Full Time,22,0,No,No,F,6,10,Medium,SEM-1,CI Faculty
1305,Not Retained,Single,0,Full Time,20,0,Yes,Yes,F,0,20,Medium,SEM-1,Faculty of Education
1306,Retained,Single,96,Full Time,19,0,No,No,F,5.13,11,High,SEM-1,Faculty of Health
1307,Retained,Single,0,Full Time,21,0,No,Yes,F,0,7,Low,SEM-1,CI Faculty
1308,Retained,Single,24,Full Time,21,36,No,No,F,3.2,11,High,SEM-1,QUT Business School
1309,Retained,Single,96,Full Time,19,0,No,Yes,F,4.25,12,Medium,SEM-1,Faculty of Law
1310,Retained,Single,132,Full Time,23,0,No,Yes,F,4.63,9,Low,SEM-1,CI Faculty
1311,Retained,Single,180,Full Time,24,12,Yes,No,M,3.75,5,Medium,SEM-2,QUT Business School
1312,Retained,Single,204,Full Time,22,0,Yes,No,M,4.88,8,Medium,SEM-1,QUT Business School
1313,Retained,Single,48,Full Time,20,0,Yes,No,M,6.25,10,High,SEM-2,Sci and Eng Faculty
1314,Not Retained,Single,12,Full Time,19,24,No,Yes,F,2.67,12,Low,SEM-1,Sci and Eng Faculty
1315,Not Retained,Single,120,Full Time,22,0,No,No,M,4.71,5,Low,SEM-1,Sci and Eng Faculty
1316,Retained,Single,156,Part Time,22,0,No,Yes,M,4.8,5,Medium,SEM-1,QUT Business School
1317,Retained,Double,72,Full Time,19,24,No,Yes,M,4.13,5,Medium,SEM-1,Sci and Eng Faculty
1318,Retained,Single,96,Full Time,19,0,No,Yes,M,6.25,2,Low,SEM-1,QUT Business School
1319,Retained,Single,144,Full Time,20,0,No,Yes,M,6,9,Medium,SEM-1,Sci and Eng Faculty
1320,Retained,Single,96,Full Time,19,0,No,No,M,6.13,2,Low,SEM-1,CI Faculty
1321,Not Retained,Single,0,Full Time,19,48,No,Yes,M,1,10,High,SEM-2,Sci and Eng Faculty
1322,Retained,Single,108,Full Time,19,0,No,No,M,5.67,11,Medium,SEM-1,Faculty of Health
1323,Retained,Single,84,Full Time,19,0,No,No,M,5,17,Medium,SEM-1,Sci and Eng Faculty
1324,Retained,Single,96,Full Time,19,0,No,Yes,M,4.75,9,Medium,SEM-1,Sci and Eng Faculty
1325,Retained,Single,96,Full Time,19,0,No,No,F,5.5,7,High,SEM-1,CI Faculty
1326,Retained,Single,84,Full Time,21,0,No,No,F,4.71,1,Medium,SEM-1,CI Faculty
1327,Retained,Single,0,Full Time,22,0,No,Yes,F,0,8,Medium,SEM-1,Faculty of Health
1328,Retained,Single,168,Full Time,28,0,No,No,M,4.86,10,Medium,SEM-1,Faculty of Education
1329,Retained,Single,48,Part Time,31,0,No,No,M,6.25,15,Low,SEM-1,QUT Business School
1330,Retained,Single,72,Full Time,20,24,No,No,M,4.25,7,Medium,SEM-1,Sci and Eng Faculty
1331,Retained,Single,180,Full Time,20,0,No,Yes,M,6,9,Medium,SEM-1,Sci and Eng Faculty
1332,Retained,Single,144,Full Time,22,48,Yes,No,M,3,7,Low,SEM-1,Sci and Eng Faculty
1333,Retained,Single,72,Full Time,20,0,No,No,M,4.67,14,High,SEM-1,CI Faculty
1334,Not Retained,Single,96,Part Time,31,0,No,Yes,M,0,3,High,SEM-2,Faculty of Law
1335,Retained,Double,96,Full Time,19,0,No,Yes,M,5.13,9,Low,SEM-1,Sci and Eng Faculty
1336,Retained,Single,96,Full Time,19,0,No,No,M,5.75,8,Low,SEM-1,Faculty of Health
1337,Retained,Single,144,Full Time,21,0,No,No,M,5.25,12,Medium,SEM-1,CI Faculty
1338,Retained,Single,96,Full Time,20,0,No,No,M,6.38,4,Low,SEM-1,CI Faculty
1339,Retained,Single,48,Full Time,20,0,No,No,M,5,5,High,SEM-2,CI Faculty
1340,Retained,Single,96,Full Time,19,0,No,No,F,5.38,8,High,SEM-1,CI Faculty
1341,Retained,Single,72,Full Time,20,0,No,Yes,M,4.5,5,High,SEM-1,CI Faculty
1342,Retained,Single,168,Full Time,23,0,No,Yes,M,5.43,25,Low,SEM-1,Sci and Eng Faculty
1343,Retained,Single,84,Full Time,20,0,No,No,F,5.86,4,High,SEM-1,CI Faculty
1344,Not Retained,Single,48,Full Time,29,0,No,Yes,F,6.67,23,Low,SEM-1,Faculty of Health
1345,Retained,Single,24,Part Time,21,0,No,Yes,F,6,13,Medium,SEM-1,QUT Business School
1346,Retained,Single,168,Full Time,28,0,No,Yes,F,7,10,High,SEM-2,Faculty of Health
1347,Not Retained,Single,96,Full Time,20,0,No,Yes,F,6,2,High,SEM-1,Sci and Eng Faculty
1348,Retained,Single,36,Part Time,28,24,No,Yes,F,2,23,High,SEM-1,Faculty of Health
1349,Retained,Single,96,Full Time,19,0,No,No,F,6.13,5,Medium,SEM-1,Faculty of Law
1350,Retained,Single,96,Part Time,21,0,No,Yes,F,5,11,High,SEM-1,Faculty of Health
1351,Retained,Single,96,Full Time,21,0,No,Yes,F,5.75,20,High,SEM-1,Faculty of Education
1352,Not Retained,Single,24,Full Time,20,12,No,Yes,F,4.33,4,Medium,SEM-1,CI Faculty
1353,Retained,Single,24,Full Time,20,60,No,No,F,2.57,2,High,SEM-1,QUT Business School
1354,Retained,Single,0,Full Time,32,0,No,Yes,F,0,2,Medium,SEM-1,Faculty of Education
1355,Retained,Single,96,Full Time,19,0,No,Yes,F,4.38,20,Low,SEM-1,Faculty of Education
1356,Not Retained,Single,72,Full Time,20,0,No,No,F,5,14,High,SEM-1,CI Faculty
1357,Retained,Single,60,Part Time,21,0,No,No,F,5,10,Medium,SEM-1,QUT Business School
1358,Retained,Single,96,Full Time,19,0,No,No,F,4.75,25,Medium,SEM-2,QUT Business School
1359,Retained,Single,120,Full Time,20,60,No,No,F,3,20,Medium,SEM-1,QUT Business School
1360,Not Retained,Double,12,Full Time,28,24,No,Yes,F,3.67,14,High,SEM-1,Faculty of Health
1361,Retained,Single,60,Full Time,22,0,No,No,F,6,8,High,SEM-1,Faculty of Law
1362,Retained,Single,12,Full Time,19,84,No,No,F,1.63,22,Medium,SEM-1,CI Faculty
1363,Retained,Single,72,Full Time,20,48,No,No,F,3.17,21,Low,SEM-1,Faculty of Education
1364,Not Retained,Single,24,Full Time,19,0,No,No,F,5.33,11,Low,SEM-1,CI Faculty
1365,Retained,Single,84,Full Time,19,0,No,Yes,F,4.71,7,Medium,SEM-2,Faculty of Law
1366,Retained,Double,108,Full Time,22,0,No,No,F,5,12,Low,SEM-1,Faculty of Health
1367,Retained,Single,84,Full Time,21,0,No,Yes,F,4.71,3,Medium,SEM-1,Faculty of Law
1368,Retained,Single,96,Part Time,19,0,No,No,F,5,10,Low,SEM-1,Faculty of Health
1369,Retained,Single,132,Part Time,28,24,No,Yes,F,4.11,18,Medium,SEM-2,Sci and Eng Faculty
1370,Not Retained,Single,96,Full Time,23,0,No,Yes,F,6,9,Medium,SEM-1,Faculty of Health
1371,Retained,Single,192,Full Time,21,0,No,Yes,F,6,20,Medium,SEM-1,Faculty of Education
1372,Not Retained,Single,96,Full Time,19,0,No,Yes,F,4.88,14,Low,SEM-1,CI Faculty
1373,Retained,Single,60,Full Time,24,12,No,No,F,3,21,Medium,SEM-2,Faculty of Health
1374,Not Retained,Single,60,Full Time,19,36,No,No,F,4.14,5,Medium,SEM-1,Faculty of Health
1375,Retained,Single,180,Full Time,24,12,No,Yes,F,4.27,6,Medium,SEM-2,CI Faculty
1376,Retained,Single,96,Full Time,20,0,No,No,F,6.13,2,Medium,SEM-1,CI Faculty
1377,Retained,Single,96,Full Time,19,0,Yes,No,F,5.63,10,Medium,SEM-1,CI Faculty
1378,Not Retained,Single,36,Full Time,24,12,No,Yes,F,4.25,3,High,SEM-1,QUT Business School
1379,Retained,Double,96,Full Time,19,0,No,Yes,F,5.5,8,Low,SEM-1,Faculty of Health
1380,Retained,Single,168,Full Time,23,12,No,Yes,F,4.71,3,High,SEM-1,Faculty of Law
1381,Retained,Single,96,Full Time,20,0,No,No,F,5.38,9,Medium,SEM-1,Faculty of Education
1382,Retained,Double,180,Full Time,20,12,No,No,M,4.63,7,Medium,SEM-1,Faculty of Law
1383,Retained,Double,96,Full Time,20,0,No,No,M,5.75,5,Low,SEM-1,Sci and Eng Faculty
1384,Retained,Single,96,Full Time,20,0,No,Yes,M,4.88,9,Medium,SEM-1,CI Faculty
1385,Retained,Single,180,Full Time,21,12,No,No,M,4.44,22,High,SEM-1,Faculty of Health
1386,Retained,Single,96,Full Time,19,0,No,No,M,6,5,Low,SEM-1,CI Faculty
1387,Retained,Single,108,Full Time,20,12,No,No,M,5,13,High,SEM-1,CI Faculty
1388,Retained,Single,24,Full Time,19,36,No,Yes,M,2.6,10,Medium,SEM-1,Sci and Eng Faculty
1389,Retained,Double,96,Full Time,19,0,No,No,M,5.38,5,Medium,SEM-1,Sci and Eng Faculty
1390,Not Retained,Single,48,Full Time,19,48,No,No,M,3.63,4,Low,SEM-1,Faculty of Health
1391,Retained,Single,120,Full Time,20,0,No,Yes,M,4.6,13,Low,SEM-1,Faculty of Education
1392,Retained,Single,84,Full Time,19,12,No,No,M,4.75,8,Medium,SEM-1,Sci and Eng Faculty
1393,Retained,Single,24,Full Time,19,24,No,Yes,M,2.5,17,Medium,SEM-2,Sci and Eng Faculty
1394,Retained,Single,192,Full Time,20,0,No,Yes,M,4.13,18,Medium,SEM-1,Faculty of Law
1395,Retained,Single,96,Full Time,19,0,No,No,F,6.13,5,Medium,SEM-1,CI Faculty
1396,Retained,Double,144,Full Time,20,24,No,Yes,F,4.43,11,Medium,SEM-2,Faculty of Law
1397,Retained,Single,84,Full Time,21,0,No,No,M,4.57,7,High,SEM-1,QUT Business School
1398,Retained,Single,144,Part Time,19,0,No,No,F,6.83,4,High,SEM-1,QUT Business School
1399,Retained,Single,156,Full Time,23,0,No,Yes,F,5.14,2,Low,SEM-1,CI Faculty
1400,Retained,Single,72,Full Time,21,24,No,No,M,4.25,10,Medium,SEM-1,CI Faculty
1401,Retained,Single,108,Full Time,20,0,No,No,M,5,21,Low,SEM-1,Sci and Eng Faculty
1402,Retained,Single,96,Full Time,19,0,No,No,M,5.25,9,High,SEM-1,CI Faculty
1403,Retained,Single,168,Full Time,20,0,No,No,M,4.71,8,Medium,SEM-1,Sci and Eng Faculty
1404,Retained,Double,48,Full Time,20,48,No,Yes,M,3.13,11,Low,SEM-1,Sci and Eng Faculty
1405,Retained,Single,108,Full Time,23,0,No,No,M,5.5,14,Medium,SEM-1,Faculty of Health
1406,Retained,Single,96,Full Time,22,0,No,No,M,5.13,7,Medium,SEM-1,QUT Business School
1407,Retained,Single,96,Full Time,19,0,No,Yes,M,6.63,8,High,SEM-1,Faculty of Health
1408,Retained,Single,0,Full Time,19,0,No,Yes,M,0,4,Medium,SEM-1,QUT Business School
1409,Retained,Single,96,Full Time,19,0,No,No,M,5.25,8,Medium,SEM-1,Sci and Eng Faculty
1410,Not Retained,Double,48,Full Time,19,0,No,Yes,M,5,8,Low,SEM-1,Sci and Eng Faculty
1411,Retained,Single,84,Full Time,20,12,No,No,M,4.13,24,Low,SEM-1,Faculty of Education
1412,Not Retained,Single,24,Full Time,19,24,No,Yes,M,3.25,6,Low,SEM-2,QUT Business School
1413,Retained,Single,144,Full Time,21,12,No,Yes,M,4,5,Medium,SEM-1,Sci and Eng Faculty
1414,Retained,Single,72,Full Time,19,0,No,Yes,M,4.83,12,Medium,SEM-1,CI Faculty
1415,Retained,Single,96,Full Time,19,0,No,Yes,M,4.63,9,Medium,SEM-1,Faculty of Health
1416,Retained,Single,72,Full Time,19,0,No,Yes,M,6.5,5,Medium,SEM-2,Faculty of Health
1417,Retained,Single,96,Full Time,19,0,No,No,M,4.5,12,High,SEM-1,Faculty of Education
1418,Retained,Single,96,Full Time,20,0,No,No,M,5.38,10,Medium,SEM-1,Sci and Eng Faculty
1419,Not Retained,Single,0,Full Time,22,0,No,No,M,0,16,High,SEM-1,CI Faculty
1420,Retained,Single,72,Full Time,20,24,No,No,M,3.75,19,Low,SEM-1,Sci and Eng Faculty
1421,Not Retained,Single,36,Full Time,19,0,No,Yes,M,6.33,11,High,SEM-1,Sci and Eng Faculty
1422,Retained,Single,0,Full Time,19,0,No,Yes,M,0,25,Medium,SEM-1,Faculty of Law
1423,Retained,Single,180,Part Time,20,0,No,No,M,5.43,2,Medium,SEM-1,Sci and Eng Faculty
1424,Retained,Single,144,Full Time,21,0,No,No,M,5.5,24,High,SEM-1,CI Faculty
1425,Retained,Single,48,Full Time,21,12,No,Yes,M,4.5,22,Medium,SEM-2,Sci and Eng Faculty
1426,Retained,Single,96,Full Time,19,0,No,No,M,6.5,1,Medium,SEM-1,Faculty of Health
1427,Retained,Single,96,Full Time,19,0,No,No,M,5.5,2,Low,SEM-1,Sci and Eng Faculty
1428,Retained,Double,96,Full Time,19,0,No,No,M,6.38,4,High,SEM-1,Sci and Eng Faculty
1429,Retained,Single,24,Part Time,20,12,No,Yes,M,3.33,3,Medium,SEM-1,Sci and Eng Faculty
1430,Retained,Single,192,Full Time,21,12,No,No,M,4.82,14,Medium,SEM-1,Sci and Eng Faculty
1431,Retained,Single,96,Full Time,21,12,No,No,M,5.13,24,Medium,SEM-1,Faculty of Health
1432,Retained,Single,84,Full Time,20,0,No,No,M,4.43,7,Medium,SEM-1,Faculty of Law
1433,Retained,Single,204,Full Time,25,0,No,No,M,5.25,2,High,SEM-1,QUT Business School
1434,Retained,Single,192,Full Time,24,0,Yes,No,M,4.88,17,High,SEM-1,QUT Business School
1435,Retained,Single,96,Full Time,20,0,Yes,No,F,6.5,17,Medium,SEM-1,QUT Business School
1436,Retained,Double,96,Full Time,19,0,No,No,M,5.63,2,Low,SEM-1,Sci and Eng Faculty
1437,Retained,Single,96,Full Time,19,0,No,No,M,5.63,6,Medium,SEM-1,Sci and Eng Faculty
1438,Retained,Single,96,Full Time,20,0,No,No,M,5.13,7,Medium,SEM-1,Sci and Eng Faculty
1439,Retained,Single,96,Full Time,19,0,No,No,M,6.88,3,High,SEM-1,QUT Business School
1440,Retained,Single,96,Full Time,29,0,No,Yes,M,5.88,10,High,SEM-1,Sci and Eng Faculty
1441,Retained,Single,96,Full Time,20,0,No,Yes,M,6.25,8,High,SEM-1,Faculty of Health
1442,Retained,Double,96,Full Time,19,0,No,No,M,5.25,5,Medium,SEM-1,Sci and Eng Faculty
1443,Not Retained,Single,120,Full Time,23,24,No,Yes,M,3,9,Medium,SEM-1,Faculty of Law
1444,Retained,Single,12,Full Time,44,0,No,No,M,4,13,Low,SEM-1,Faculty of Law
1445,Retained,Single,48,Full Time,20,0,No,Yes,M,5,11,Medium,SEM-2,QUT Business School
1446,Not Retained,Single,96,Full Time,21,0,No,No,M,4.75,6,Low,SEM-1,Faculty of Education
1447,Retained,Single,120,Part Time,31,0,No,Yes,M,5.5,23,Medium,SEM-2,Faculty of Law
1448,Retained,Single,216,Part Time,22,36,No,Yes,M,4.38,10,Medium,SEM-1,Sci and Eng Faculty
1449,Not Retained,Single,84,Full Time,25,12,No,Yes,M,4.75,4,Medium,SEM-1,Sci and Eng Faculty
1450,Retained,Single,96,Full Time,21,0,No,No,M,5.38,22,High,SEM-1,CI Faculty
1451,Retained,Single,48,Full Time,22,0,No,Yes,M,5.25,4,Low,SEM-1,CI Faculty
1452,Retained,Single,144,Full Time,23,0,No,No,M,5.43,22,Medium,SEM-1,CI Faculty
1453,Retained,Single,96,Full Time,19,0,No,Yes,M,6.75,1,Medium,SEM-1,Sci and Eng Faculty
1454,Retained,Single,96,Full Time,19,0,No,No,M,4.25,11,Medium,SEM-1,Sci and Eng Faculty
1455,Retained,Double,72,Part Time,19,0,No,No,M,5.33,5,High,SEM-1,Sci and Eng Faculty
1456,Retained,Single,192,Part Time,36,0,No,No,F,6.5,9,Low,SEM-1,Faculty of Health
1457,Retained,Single,144,Full Time,23,0,No,No,F,5,18,Medium,SEM-2,Faculty of Health
1458,Retained,Single,60,Part Time,20,0,No,No,F,4.6,18,Medium,SEM-1,CI Faculty
1459,Retained,Single,108,Full Time,20,0,No,No,F,5.67,8,Low,SEM-1,CI Faculty
1460,Retained,Single,96,Full Time,19,0,No,No,F,6,5,Low,SEM-1,Faculty of Health
1461,Retained,Single,60,Part Time,20,0,No,No,M,4,4,Medium,SEM-1,QUT Business School
1462,Not Retained,Single,0,Full Time,22,0,No,Yes,M,0,14,High,SEM-1,Sci and Eng Faculty
1463,Not Retained,Single,108,Full Time,24,36,No,No,M,3.17,18,High,SEM-1,Sci and Eng Faculty
1464,Retained,Single,36,Full Time,20,0,No,No,M,4.67,4,High,SEM-2,Sci and Eng Faculty
1465,Retained,Single,72,Full Time,24,12,No,Yes,M,5,11,Medium,SEM-1,Sci and Eng Faculty
1466,Not Retained,Single,0,Full Time,19,48,No,No,F,1.5,6,High,SEM-1,Faculty of Health
1467,Retained,Single,96,Full Time,20,0,No,No,F,4.86,7,High,SEM-1,Faculty of Health
1468,Retained,Double,144,Full Time,20,0,No,Yes,F,4.92,9,High,SEM-1,Faculty of Law
1469,Not Retained,Single,96,Full Time,19,0,No,Yes,F,6,4,Medium,SEM-1,CI Faculty
1470,Retained,Single,72,Full Time,20,0,No,Yes,F,6,3,Low,SEM-1,Sci and Eng Faculty
1471,Retained,Single,132,Full Time,25,0,No,Yes,F,5.18,1,Low,SEM-2,CI Faculty
1472,Not Retained,Single,0,Full Time,20,0,No,Yes,F,0,10,High,SEM-1,Sci and Eng Faculty
1473,Retained,Single,96,Full Time,20,0,No,Yes,M,6.25,5,Medium,SEM-1,Sci and Eng Faculty
1474,Not Retained,Single,96,Full Time,27,0,No,No,F,4.71,18,Medium,SEM-1,Faculty of Health
1475,Retained,Single,96,Full Time,21,0,No,No,F,6.14,1,High,SEM-1,Faculty of Health
1476,Not Retained,Single,120,Full Time,31,0,No,No,F,7,5,Low,SEM-1,Faculty of Health
1477,Not Retained,Single,0,Full Time,22,60,No,Yes,F,1.8,12,Medium,SEM-1,Faculty of Health
1478,Retained,Double,216,Full Time,22,12,No,No,M,5,13,Medium,SEM-1,Sci and Eng Faculty
1479,Not Retained,Single,48,Full Time,20,0,No,Yes,M,4.5,19,High,SEM-1,Faculty of Education
1480,Retained,Single,192,Full Time,20,0,No,No,M,4.75,10,High,SEM-1,QUT Business School
1481,Retained,Single,96,Full Time,20,0,No,Yes,M,4.5,8,Medium,SEM-1,CI Faculty
1482,Retained,Single,96,Full Time,26,0,No,No,M,0,13,Medium,SEM-1,Faculty of Health
1483,Not Retained,Single,12,Full Time,24,12,No,Yes,F,4,11,High,SEM-1,CI Faculty
1484,Retained,Single,12,Part Time,19,12,No,Yes,F,4,12,High,SEM-1,Faculty of Law
1485,Retained,Single,96,Full Time,22,0,Yes,No,F,5.5,9,Low,SEM-1,Faculty of Health
1486,Retained,Single,132,Full Time,41,0,No,No,F,5.67,13,High,SEM-2,Sci and Eng Faculty
1487,Retained,Single,96,Full Time,38,0,No,Yes,F,0,6,Medium,SEM-1,Faculty of Law
1488,Not Retained,Single,96,Full Time,60,0,No,No,F,4.75,25,High,SEM-1,CI Faculty
1489,Not Retained,Single,252,Full Time,27,12,No,No,F,5.55,22,Medium,SEM-2,Faculty of Health
1490,Retained,Single,0,Full Time,26,0,No,Yes,F,0,2,High,SEM-1,Faculty of Health
1491,Retained,Single,96,Part Time,37,0,No,Yes,F,5.14,4,High,SEM-1,Faculty of Health
1492,Retained,Single,36,Part Time,20,0,No,No,F,6,18,High,SEM-1,Faculty of Education
1493,Retained,Single,84,Full Time,21,12,No,Yes,M,4.13,4,Medium,SEM-1,Faculty of Health
1494,Not Retained,Single,132,Full Time,35,48,Yes,Yes,M,1.5,2,High,SEM-1,Faculty of Law
1495,Retained,Single,192,Full Time,29,0,No,No,M,4.75,24,High,SEM-1,Sci and Eng Faculty
1496,Retained,Single,96,Full Time,19,0,No,Yes,F,4.63,13,Medium,SEM-1,CI Faculty
1497,Retained,Single,96,Full Time,19,0,No,Yes,F,5.5,8,Low,SEM-1,Faculty of Health
1498,Retained,Single,96,Full Time,20,0,No,No,M,6.38,6,Medium,SEM-1,Sci and Eng Faculty
1499,Retained,Double,204,Full Time,26,0,No,Yes,F,4.58,16,High,SEM-1,Faculty of Health
1500,Retained,Double,108,Full Time,19,0,No,No,M,6,6,Low,SEM-1,Faculty of Health
1501,Retained,Single,204,Full Time,24,0,No,No,F,5.2,13,Low,SEM-1,Faculty of Education
1502,Retained,Single,204,Full Time,22,0,No,Yes,F,4.5,25,Medium,SEM-1,CI Faculty
1503,Not Retained,Single,0,Full Time,20,36,No,No,M,1.33,8,Medium,SEM-2,Sci and Eng Faculty
1504,Retained,Single,132,Part Time,22,0,No,No,F,5.4,5,Medium,SEM-2,Faculty of Health
1505,Not Retained,Single,0,Full Time,27,0,No,No,F,0,11,High,SEM-1,Faculty of Law
1506,Retained,Single,120,Part Time,21,0,No,Yes,M,4.67,23,Medium,SEM-1,Sci and Eng Faculty
1507,Not Retained,Single,0,Full Time,20,36,No,No,M,1,7,Medium,SEM-1,QUT Business School
1508,Retained,Single,96,Full Time,19,0,No,Yes,F,5.29,8,Medium,SEM-1,Faculty of Health
1509,Retained,Single,96,Full Time,19,0,No,No,F,5.5,8,Medium,SEM-1,CI Faculty
1510,Retained,Single,96,Full Time,23,0,No,No,F,5.88,2,Medium,SEM-1,Faculty of Health
1511,Retained,Single,96,Full Time,38,0,No,Yes,F,5.13,7,Low,SEM-1,Faculty of Health
1512,Retained,Single,96,Full Time,19,0,No,Yes,F,6,5,Medium,SEM-1,CI Faculty
1513,Retained,Single,264,Part Time,27,0,No,No,F,4.64,13,Low,SEM-1,Faculty of Law
1514,Not Retained,Single,48,Full Time,22,0,No,Yes,F,6.25,10,Medium,SEM-2,Sci and Eng Faculty
1515,Retained,Single,96,Full Time,20,0,Yes,No,F,4.43,7,Medium,SEM-1,Faculty of Health
1516,Retained,Double,120,Full Time,24,0,No,Yes,F,6,11,High,SEM-1,Faculty of Health
1517,Retained,Single,96,Full Time,28,12,No,No,F,1,8,High,SEM-1,Faculty of Health
1518,Retained,Single,96,Full Time,21,0,No,No,F,6.75,6,Medium,SEM-1,Faculty of Health
1519,Retained,Single,132,Full Time,21,0,No,No,F,5,21,Low,SEM-2,Faculty of Health
1520,Not Retained,Single,0,Full Time,22,36,No,Yes,F,1,14,Medium,SEM-1,Sci and Eng Faculty
1521,Not Retained,Single,24,Full Time,33,0,No,Yes,F,6,13,Medium,SEM-1,CI Faculty
1522,Retained,Single,96,Full Time,19,0,No,No,F,5.13,13,High,SEM-1,Faculty of Education
1523,Retained,Double,144,Full Time,20,0,No,No,F,5.33,10,Medium,SEM-1,Faculty of Law
1524,Retained,Single,96,Full Time,19,0,No,Yes,F,5.25,9,High,SEM-1,Sci and Eng Faculty
1525,Not Retained,Single,60,Full Time,19,0,No,No,F,6.2,3,Low,SEM-1,QUT Business School
1526,Retained,Single,96,Full Time,19,0,No,No,F,5.25,7,Medium,SEM-2,QUT Business School
1527,Retained,Single,96,Full Time,26,0,Yes,No,F,4.5,18,Low,SEM-1,Sci and Eng Faculty
1528,Retained,Single,144,Full Time,20,0,No,No,F,4.67,5,Medium,SEM-2,Faculty of Law
1529,Retained,Single,192,Part Time,42,0,No,No,F,5.17,3,Low,SEM-1,Faculty of Health
1530,Retained,Single,156,Full Time,20,0,Yes,No,F,5.39,11,Low,SEM-1,CI Faculty
1531,Retained,Single,96,Full Time,19,0,No,No,F,6,3,Medium,SEM-1,Sci and Eng Faculty
1532,Retained,Single,72,Full Time,19,24,No,Yes,F,3.75,7,Medium,SEM-1,Sci and Eng Faculty
1533,Retained,Single,96,Full Time,22,0,Yes,No,F,4.88,24,Medium,SEM-1,Faculty of Health
1534,Not Retained,Single,96,Full Time,26,0,No,Yes,F,5.63,9,Low,SEM-1,Faculty of Health
1535,Retained,Double,48,Full Time,24,24,No,Yes,F,3.67,2,High,SEM-1,Faculty of Health
1536,Retained,Single,180,Full Time,21,12,No,No,F,4.13,3,High,SEM-1,Faculty of Health
1537,Retained,Single,96,Full Time,19,0,No,No,F,5.63,4,Medium,SEM-1,QUT Business School
1538,Not Retained,Single,0,Full Time,30,24,No,Yes,F,1,21,Medium,SEM-1,Faculty of Health
1539,Retained,Single,48,Full Time,20,0,No,No,F,4.5,23,Medium,SEM-2,Faculty of Law
1540,Retained,Single,96,Full Time,19,0,No,Yes,F,4.88,7,Medium,SEM-1,Sci and Eng Faculty
1541,Retained,Single,96,Full Time,19,0,No,Yes,F,4.57,8,Medium,SEM-1,Faculty of Health
1542,Retained,Single,96,Full Time,36,0,No,No,F,0,6,High,SEM-1,Faculty of Health
1543,Retained,Single,48,Part Time,37,0,No,No,F,4.5,5,Medium,SEM-1,QUT Business School
1544,Retained,Single,48,Part Time,19,12,No,Yes,F,4.33,19,Medium,SEM-1,CI Faculty
1545,Retained,Single,84,Full Time,19,0,No,No,F,5.57,8,Low,SEM-2,QUT Business School
1546,Not Retained,Single,96,Full Time,20,0,No,No,F,5.5,11,Medium,SEM-1,Faculty of Health
1547,Retained,Single,96,Full Time,19,0,No,Yes,F,5.5,13,Medium,SEM-1,CI Faculty
1548,Not Retained,Single,0,Full Time,20,48,Yes,No,F,2.25,22,Low,SEM-1,Faculty of Law
1549,Retained,Single,96,Full Time,19,0,No,Yes,F,5.63,6,Low,SEM-1,QUT Business School
1550,Retained,Single,96,Full Time,21,0,Yes,No,F,5.5,20,Medium,SEM-1,Faculty of Health
1551,Retained,Single,60,Part Time,20,12,No,Yes,F,4.83,11,Medium,SEM-1,CI Faculty
1552,Not Retained,Single,48,Full Time,19,0,No,No,F,5.5,3,Medium,SEM-1,CI Faculty
1553,Retained,Single,96,Full Time,19,0,No,Yes,F,6.63,1,Low,SEM-1,Faculty of Health
1554,Retained,Single,96,Full Time,19,0,No,No,F,5.5,24,Medium,SEM-1,Sci and Eng Faculty
1555,Not Retained,Single,0,Full Time,20,36,No,No,F,1,22,Medium,SEM-1,QUT Business School
1556,Retained,Single,96,Full Time,19,0,Yes,No,F,5.88,4,Medium,SEM-1,QUT Business School
1557,Not Retained,Single,60,Full Time,21,0,No,Yes,F,5.6,3,Medium,SEM-2,QUT Business School
1558,Retained,Single,180,Full Time,22,24,Yes,No,F,4.11,18,High,SEM-1,QUT Business School
1559,Retained,Single,72,Full Time,20,24,No,No,M,4,9,High,SEM-1,Sci and Eng Faculty
1560,Retained,Single,96,Full Time,21,0,Yes,No,F,6,2,High,SEM-1,Sci and Eng Faculty
1561,Retained,Single,180,Full Time,27,0,No,Yes,M,7,10,High,SEM-1,Sci and Eng Faculty
1562,Retained,Single,48,Full Time,20,0,No,No,F,4.88,10,High,SEM-1,CI Faculty
1563,Retained,Single,180,Full Time,22,0,No,No,M,4.75,11,High,SEM-1,Sci and Eng Faculty
1564,Retained,Single,180,Full Time,29,36,Yes,No,M,3.4,22,Low,SEM-1,Faculty of Health
1565,Retained,Single,120,Full Time,20,36,No,No,M,3.44,18,High,SEM-1,QUT Business School
1566,Retained,Single,72,Full Time,19,12,No,Yes,F,4.86,9,Medium,SEM-1,Sci and Eng Faculty
1567,Retained,Single,0,Full Time,23,0,No,Yes,M,0,1,Low,SEM-1,Sci and Eng Faculty
1568,Retained,Double,168,Full Time,20,12,No,Yes,M,4.6,7,Low,SEM-1,Sci and Eng Faculty
1569,Retained,Single,156,Full Time,19,0,Yes,No,M,6,25,Low,SEM-2,Sci and Eng Faculty
1570,Retained,Single,144,Full Time,27,0,Yes,No,F,5.33,12,Low,SEM-2,Faculty of Health
